Student_ID,High_School,High_School_Grad_Year,Graduated,Final_Grad_Date,Total_Enrollments,First_Enrollment,Last_Enrollment,College_Code_1,College_Code_2,College_Code_3,College_Code_4,College_Code_5,College_Code_6,College_Code_7,College_Code_8,College_Code_9,College_Code_10,College_Name_1,College_Name_2,College_Name_3,College_Name_4,College_Name_5,College_Name_6,College_Name_7,College_Name_8,College_Name_9,College_Name_10,Major_1,Major_2,Major_3,Major_4,Major_5,Major_6,Degree_Title_1,Degree_Title_2,Degree_Title_3,Degree_Title_4,Degree_Title_5,Degree_Title_6,College_State_1,College_State_2,College_State_3,College_State_4,College_State_5,College_State_6,College_State_7,College_State_8,College_State_9,College_State_10,2-Year/4-Year_1,2-Year/4-Year_2,2-Year/4-Year_3,2-Year/4-Year_4,2-Year/4-Year_5,2-Year/4-Year_6,2-Year/4-Year_7,2-Year/4-Year_8,2-Year/4-Year_9,2-Year/4-Year_10,Public/Private_1,Public/Private_2,Public/Private_3,Public/Private_4,Public/Private_5,Public/Private_6,Public/Private_7,Public/Private_8,Public/Private_9,Public/Private_10
382768851,Green Canyon,2021,Y,2022-06-21,6,2021-07-01,2023-12-15,021154-00,003677-00,003677-00,003677-00,021154-00,021154-00,,,,,BRIDGERLAND TECHNICAL COLLEGE,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,PHLEBOTOMY,,,,,,CERTIFICATE,,,,,,UT,UT,UT,UT,UT,UT,,,,,2-year,4-year,4-year,4-year,2-year,2-year,,,,,Public,Public,Public,Public,Public,Public,,,,
382768854,Ridgeline,2019,Y,2023-05-04,10,2019-08-26,2023-05-03,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,THEATRE ARTS,,,,,,BACHELOR OF FINE ARTS,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382768869,Ridgeline,2022,N,,3,2022-08-29,2023-10-23,003677-00,003677-00,003677-00,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,4-year,,,,,,,,Public,Public,Public,,,,,,,
382768950,Mountain Crest,2019,Y,2021-04-08,5,2020-09-14,2024-04-26,001625-82,001625-82,003680-00,003680-00,001625-00,,,,,,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,BRIGHAM YOUNG UNIVERSITY - IDAHO,,,,,,ADMIN ASSIST,,,,,,CERTIFICATE,,,,,,ID,ID,UT,UT,ID,,,,,,4-year,4-year,4-year,4-year,4-year,,,,,,Private,Private,Public,Public,Private,,,,,
382768965,Mountain Crest,2016,N,,1,2021-01-11,2021-04-30,003680-00,,,,,,,,,,WEBER STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382768977,Mountain Crest,2021,N,,2,2022-08-22,2022-12-17,004027-00,004027-00,,,,,,,,,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382769127,Ridgeline,2023,N,,3,2023-08-28,2024-05-01,003680-00,003680-00,003677-00,,,,,,,,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,4-year,,,,,,,,Public,Public,Public,,,,,,,
382769136,Ridgeline,2023,N,,2,2023-08-16,2024-04-09,003671-00,003671-00,,,,,,,,,UTAH TECH UNIVERSITY,UTAH TECH UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382769169,Sky View,2021,N,,1,2021-08-30,2021-10-29,003677-00,,,,,,,,,,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382769256,Ridgeline,2022,N,,1,2022-08-17,2022-10-25,003671-00,,,,,,,,,,UTAH TECH UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382769259,Mountain Crest,2022,N,,4,2022-08-29,2024-04-26,001117-00,001117-00,001117-00,003680-00,,,,,,,AZUSA PACIFIC UNIVERSITY- UNDERGRADUATE,AZUSA PACIFIC UNIVERSITY- UNDERGRADUATE,AZUSA PACIFIC UNIVERSITY- UNDERGRADUATE,WEBER STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,CA,CA,CA,UT,,,,,,,4-year,4-year,4-year,4-year,,,,,,,Private,Private,Private,Public,,,,,,
382769262,Ridgeline,2019,N,,9,2019-08-19,2024-05-01,003679-00,003679-00,003679-00,003679-00,003679-00,003679-00,003679-00,004027-00,004027-00,,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382769265,Cache High,2023,N,,1,2024-01-08,2024-05-01,003677-00,,,,,,,,,,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382769319,Ridgeline,2023,Y,2023-12-15,2,2023-08-28,2023-12-15,003677-00,003677-00,,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382769322,Ridgeline,2018,N,,6,2020-01-06,2022-12-16,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,,,,,4-year,4-year,4-year,4-year,4-year,4-year,,,,,Public,Public,Public,Public,Public,Public,,,,
382769334,Sky View,2018,Y,2024-05-02,12,2018-08-21,2024-05-01,003679-00,003679-00,003679-00,003679-00,003677-00,003677-00,003677-00,003677-00,003679-00,003679-00,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,SNOW COLLEGE,SNOW COLLEGE,HOME AND FAMILY STUDIES,PSYCHOLOGY,,,,,ASSOCIATE OF SCIENCE,BACHELOR OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382769379,Sky View,2016,N,,2,2016-08-22,2017-05-03,003675-00,003675-00,,,,,,,,,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382769388,Mountain Crest,2020,N,,1,2020-07-01,2020-07-15,021154-00,,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,2-year,,,,,,,,,,Public,,,,,,,,,
382769451,Sky View,2017,N,,1,2020-01-13,2020-05-06,003993-00,,,,,,,,,,MIDLANDS TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,2-year,,,,,,,,,,Public,,,,,,,,,
382769478,Sky View,2021,Y,2022-12-16,9,2021-09-08,2024-08-18,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,,GENERAL STUDIES,,,,,,ASSOCIATE OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382769514,Green Canyon,2023,N,,2,2023-08-28,2024-05-01,003677-00,003677-00,,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382769550,Sky View,2018,Y,2022-12-16,12,2018-08-22,2022-12-16,005220-00,005220-00,005220-00,003681-00,003681-00,003681-00,003681-00,003681-00,003681-00,005220-00,SALT LAKE COMMUNITY COLLEGE,SALT LAKE COMMUNITY COLLEGE,SALT LAKE COMMUNITY COLLEGE,WESTMINSTER COLLEGE OF SALT LAKE CITY,WESTMINSTER COLLEGE OF SALT LAKE CITY,WESTMINSTER COLLEGE OF SALT LAKE CITY,WESTMINSTER COLLEGE OF SALT LAKE CITY,WESTMINSTER COLLEGE OF SALT LAKE CITY,WESTMINSTER COLLEGE OF SALT LAKE CITY,SALT LAKE COMMUNITY COLLEGE,GENERAL EDUCATION,PSYCHOLOGY,,,,,CERTIFICATE OF COMPLETION,BACHELOR OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,2-year,2-year,2-year,4-year,4-year,4-year,4-year,4-year,4-year,2-year,Public,Public,Public,Private,Private,Private,Private,Private,Private,Public
382769598,Sky View,2020,N,,2,2021-07-01,2022-09-16,021154-00,021154-00,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,2-year,2-year,,,,,,,,,Public,Public,,,,,,,,
382769601,Sky View,2016,Y,2016-10-20,16,2016-07-01,2024-05-01,023465-00,023465-00,023465-00,023465-00,023465-00,023465-00,023465-00,023465-00,023465-00,003680-00,OGDEN WEBER APPLIED TECHNOLOGY COLLEGE,OGDEN WEBER APPLIED TECHNOLOGY COLLEGE,OGDEN WEBER APPLIED TECHNOLOGY COLLEGE,OGDEN WEBER APPLIED TECHNOLOGY COLLEGE,OGDEN-WEBER TECHNICAL COLLEGE,OGDEN-WEBER TECHNICAL COLLEGE,OGDEN-WEBER TECHNICAL COLLEGE,OGDEN-WEBER TECHNICAL COLLEGE,OGDEN-WEBER TECHNICAL COLLEGE,WEBER STATE UNIVERSITY,NURSING ASSISTANT,,,,,,OWATC CERTIFICATE (CER),,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,2-year,2-year,2-year,2-year,2-year,2-year,2-year,2-year,2-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382769604,Ridgeline,2023,N,,2,2023-08-21,2024-05-01,003675-00,003675-00,,,,,,,,,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382769613,Green Canyon,2019,N,,8,2019-04-30,2024-04-24,003670-00,003670-00,003670-00,003670-00,003670-00,003670-00,003670-00,003670-00,,,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,Private,Private,Private,Private,Private,Private,Private,Private,,
382769616,Green Canyon,2022,N,,4,2022-08-29,2024-04-24,003670-00,003670-00,003670-00,003670-00,,,,,,,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,,,,,,,4-year,4-year,4-year,4-year,,,,,,,Private,Private,Private,Private,,,,,,
382769622,Ridgeline,2020,Y,2024-05-02,9,2020-08-31,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382769652,Sky View,2020,Y,2021-02-18,3,2020-07-01,2021-06-30,021154-00,021154-00,021154-00,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,WELDING TECHNOLOGY,,,,,,CERTIFICATE,,,,,,UT,UT,UT,,,,,,,,2-year,2-year,2-year,,,,,,,,Public,Public,Public,,,,,,,
382769655,Sky View,2018,N,,3,2018-08-20,2020-04-30,003671-00,003671-00,003671-00,,,,,,,,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,4-year,,,,,,,,Public,Public,Public,,,,,,,
382769742,Sky View,2016,Y,2017-08-24,7,2016-08-29,2024-07-24,003677-00,001625-82,001625-82,001625-82,001625-82,001625-82,021154-00,,,,UTAH STATE UNIVERSITY,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,BRIDGERLAND TECHNICAL COLLEGE,,,,COSMETOLOGY,,,,,,CERTIFICATE,,,,,,UT,ID,ID,ID,ID,ID,UT,,,,4-year,4-year,4-year,4-year,4-year,4-year,2-year,,,,Public,Private,Private,Private,Private,Private,Public,,,
382769745,Green Canyon,2021,Y,2024-05-02,10,2021-08-30,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382769751,Sky View,2018,Y,2019-05-13,5,2018-08-27,2023-03-31,003677-00,033394-00,033394-00,033394-00,021154-00,,,,,,UTAH STATE UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,,,,,,CULINARY ARTS,,,,,,CERTIFICATE,,,,,,UT,UT,UT,UT,UT,,,,,,4-year,4-year,4-year,4-year,2-year,,,,,,Public,Private,Private,Private,Public,,,,,
382769832,Cache High,2017,N,,9,2020-02-17,2023-06-16,001074-82,001074-82,001074-82,001074-82,001074-82,001074-82,001074-82,001074-82,009704-00,,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,NORTH SEATTLE COLLEGE,,,,,,,,,,,,,,AZ,AZ,AZ,AZ,AZ,AZ,AZ,AZ,WA,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Private,Private,Private,Private,Private,Private,Private,Private,Public,
382769955,Mountain Crest,2016,N,,2,2017-01-09,2017-12-15,003677-00,003677-00,,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382769979,Sky View,2021,N,,1,2023-01-09,2023-05-03,003677-00,,,,,,,,,,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382770090,Green Canyon,2018,N,,5,2022-01-10,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,,,,,,4-year,4-year,4-year,4-year,4-year,,,,,,Public,Public,Public,Public,Public,,,,,
382770096,Green Canyon,2018,Y,2024-05-02,11,2020-08-31,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,HUMAN EXP. DESIGN INTERACTION,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382770102,Green Canyon,2018,Y,2023-05-04,12,2020-05-04,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,INFORMATION SYSTEMS,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382770105,Sky View,2018,Y,2023-12-15,10,2018-08-27,2024-08-12,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003537-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,ABILENE CHRISTIAN UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,HUMAN DEVT. AND FAMILY STUDIES,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,TX,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Private,Public,Public
382770147,Green Canyon,2018,Y,2021-12-17,9,2018-08-27,2021-12-17,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,ENGLISH,,,,,,BACHELOR OF ARTS,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382770165,Sky View,2021,Y,2022-12-16,7,2021-08-18,2023-12-15,003671-00,003678-00,003678-00,003678-00,003677-00,003678-00,003678-00,,,,DIXIE STATE UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,UTAH STATE UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,,,,GENERAL EDUCATION,GENERAL STUDIES,,,,,CERTIFICATE,ASSOCIATE OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,,Public,Public,Public,Public,Public,Public,Public,,,
382770186,Sky View,2023,N,,1,2023-08-28,2023-12-15,003677-00,,,,,,,,,,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382770423,Ridgeline,2023,N,,2,2023-07-01,2024-03-12,021154-00,003677-00,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,2-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382770849,Ridgeline,2021,N,,6,2021-08-30,2024-07-24,003677-00,003677-00,003677-00,001625-80,001625-80,001625-80,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,BRIGHAM YOUNG UNIVERSITY -IDAHO WINTER/S,BRIGHAM YOUNG UNIVERSITY -IDAHO WINTER/S,BRIGHAM YOUNG UNIVERSITY -IDAHO WINTER/S,,,,,,,,,,,,,,,,,UT,UT,UT,ID,ID,ID,,,,,4-year,4-year,4-year,4-year,4-year,4-year,,,,,Public,Public,Public,Private,Private,Private,,,,
382770852,Ridgeline,2023,N,,2,2023-08-28,2024-05-01,003677-00,003677-00,,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382770960,Sky View,2016,Y,2017-06-30,1,,,021154-00,,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,DIESEL,,,,,,CERTIFICATE,,,,,,UT,,,,,,,,,,2-year,,,,,,,,,,Public,,,,,,,,,
382771068,Green Canyon,2023,N,,1,2023-08-28,2023-12-15,003677-00,,,,,,,,,,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382771110,Ridgeline,2019,N,,10,2019-08-26,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382771116,Green Canyon,2020,Y,2020-08-28,10,2020-07-01,2023-05-03,021154-00,001625-81,001625-81,005220-00,005220-00,004027-00,004027-00,004027-00,021154-00,021154-00,BRIDGERLAND TECHNICAL COLLEGE,BRIGHAM YOUNG UNIVERSITY - IDAHO SPRING/,BRIGHAM YOUNG UNIVERSITY - IDAHO SPRING/,SALT LAKE COMMUNITY COLLEGE,SALT LAKE COMMUNITY COLLEGE,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,ANIMAL SCIENCES,,,,,,CERTIFICATE,,,,,,UT,ID,ID,UT,UT,UT,UT,UT,UT,UT,2-year,4-year,4-year,2-year,2-year,4-year,4-year,4-year,2-year,2-year,Public,Private,Private,Public,Public,Public,Public,Public,Public,Public
382771254,Ridgeline,2023,N,,2,2023-09-05,2024-04-24,003670-00,003670-00,,,,,,,,,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Private,Private,,,,,,,,
382771542,Sky View,2022,Y,2024-05-02,5,2022-08-29,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,UT,UT,UT,,,,,,4-year,4-year,4-year,4-year,4-year,,,,,,Public,Public,Public,Public,Public,,,,,
382771545,Sky View,2020,Y,2024-05-02,10,2020-08-31,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GENERAL EDUCATION,ENGLISH,,,,,CERTIFICATE OF COMPLETION,BACHELOR OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
